hotel_address,average_score,standard_deviation,skew,number_of_reviews,name,city,latitude,longitude
21 Boulevard De Clichy 9th arr 75009 Paris France,7.96769230769,1.85195063483,-0.925118493135,65,Mercure Paris Pigalle Sacre Coeur,Paris,48.8823398,2.3364764
21 Gower Street Camden London WC1E 6HG United Kingdom,7.89069767442,1.65136151163,-0.715540531214,258,The Academy,London,51.5205441,-0.1308091
21 Piccadilly Westminster Borough London W1J 0BH United Kingdom,7.59576923077,1.82173211538,-0.520851390013,260,Le Meridien Piccadilly,London,51.5094835,-0.1362538
21 rue F licien David 16th arr 75016 Paris France,8.45454545455,1.48118266865,-0.810354181845,66,H tel F licien by Elegancia,Paris,48.8493082,2.2743626
21 rue Lavoisier 8th arr 75008 Paris France,7.83333333333,2.75428041529,-1.07507722754,12,Le Lavoisier,Paris,48.8737702,2.3201063
21 rue Moli re 1st arr 75001 Paris France,9.37338709677,0.815012481421,-1.85766597014,124,H tel Moli re,Paris,48.8655293,2.3360102
21 rue de Dunkerque 10th arr 75010 Paris France,7.44496230295,1.80302110305,-0.561867178907,1459,Mercure Paris Terminus Nord,Paris,48.8794843,2.3556545
213 rue de la Croix Nivert 15th arr 75015 Paris France,8.29661016949,1.83020312625,-1.56395660111,59,Vice Versa,Paris,48.8363819,2.2897793
214 High Street Acton London London W3 9NX United Kingdom,9.03604651163,1.20175487279,-2.12289869875,86,The Kings Head Hotel,London,51.5079153,-0.2730145
214 rue Saint Jacques 5th arr 75005 Paris France,8.93333333333,1.51472927017,-2.02957750875,57,Hotel Le petit Paris,Paris,48.8452789,2.342295
214 rue du Faubourg Saint Honor 8th arr 75008 Paris France,8.23092105263,1.81831133189,-1.28817413579,152,H tel Etoile Saint Honor by Happyculture,Paris,48.8756508,2.3041568
216 Avenue Jean Jaures 19th arr 75019 Paris France,6.91296296296,1.87727686123,-0.363559247321,54,Mercure Paris 19 Philharmonie La Villette,Paris,48.8886969,2.3945403
218 220 rue du Faubourg St Honor 8th arr 75008 Paris France,7.05099009901,2.16877983668,-0.507304580811,202,Royal Garden Champs Elysees,Paris,48.8757155,2.3038781
218 rue de Rivoli 1st arr 75001 Paris France,8.69084507042,1.53263231974,-1.75871979805,284,H tel Brighton Esprit de France,Paris,48.8649306,2.3290844
22 24 Rue Faidherbe 11th arr 75011 Paris France,8.79365079365,1.35502327273,-1.4455419609,63,H tel Paris Bastille Boutet MGallery by Sofitel,Paris,48.8519215,2.3839993
22 25 Finsbury Square City Islington London EC2A 1DX United Kingdom,9.19468531469,1.23248502368,-2.14038879815,715,Montcalm Royal London House City of London,London,51.5218066,-0.0856081
22 28 Broadway Westminster Borough London SW1H 0BH United Kingdom,9.04301675978,1.36490377032,-2.23200724023,358,Conrad London St James,London,51.4993927,-0.1329128
22 Avenue du professeur lemierre 20th arr 75020 Paris France,7.24375,2.03085170279,-0.577894802773,192,Novotel Suites Paris Montreuil Vincennes,Paris,48.8554268,2.4152555
22 Hertsmere Road Tower Hamlets London E14 4ED United Kingdom,8.9786630655,1.29911761969,-1.66327942946,1481,London Marriott Hotel West India Quay,London,51.5072713,-0.0211213
22 Park Lane Westminster Borough London W1K 1BE United Kingdom,7.69121212121,1.91421217548,-0.613616900898,330,London Hilton on Park Lane,London,51.5055513,-0.1501698
22 Portman Square Westminster Borough London W1H 7BG United Kingdom,7.78858131488,1.72926747465,-0.530439651193,867,Radisson Blu Portman Hotel London,London,51.5161911,-0.1579487
22 Rue Danielle Casanova 1st arr 75002 Paris France,9.46551724138,0.618336398312,-0.974405283672,29,Hotel Stendhal Place Vend me Paris MGallery by Sofitel,Paris,48.8681455,2.3313064
22 Rue Tronchet 8th arr 75008 Paris France,8.61428571429,1.33523673663,-0.601046560294,14,Hotel Chavanel,Paris,48.8721692,2.3262681
22 Rue de La Parcheminerie 5th arr 75005 Paris France,9.18888888889,0.972159023875,-1.97702069544,162,Hotel Parc Saint Severin Esprit de France,Paris,48.8518584,2.3447798
22 Stanley Gardens Kensington and Chelsea London W11 2NG United Kingdom,9.03232323232,1.22389711142,-1.38302669097,99,The Portobello Hotel,London,51.512257,-0.2034244
22 avenue de Villiers 17th arr 75017 Paris France,8.22,1.4852254835,-0.899667569047,20,L Edmond H tel,Paris,48.8823111,2.3132374
22 rue d Antin 2nd arr 75002 Paris France,8.75666666667,1.19356993737,-1.20234101998,30,H tel France d Antin Op ra,Paris,48.8692566,2.3339369
22 rue de Buci 6th arr 75006 Paris France,9.07931034483,1.22757193246,-1.88813051313,58,H tel De Buci by MH,Paris,48.8538752,2.3366123
221 Rue Saint Honore 1st arr 75001 Paris France,8.60735294118,1.66295731011,-1.74874006732,136,Royal Saint Honore,Paris,48.8658792,2.3298903
222 Marylebone Road Westminster Borough London NW1 6JQ United Kingdom,8.99432098765,1.30925583341,-1.83411706831,405,Landmark London,London,51.519016,-0.166267
225 Edgware Road Westminster Borough London W2 1JU United Kingdom,7.31518842786,1.97241679684,-0.421681596962,2627,Hilton London Metropole,London,51.5195688,-0.170521
225 High Street Kensington Kensington and Chelsea London W8 6SA United Kingdom,7.4179144385,1.7659802534,-0.616194883247,374,Best Western Seraphine Kensington Olympia,London,51.4992791,-0.1973593
225 Ladbroke Grove Kensington and Chelsea London W10 6HQ United Kingdom,8.55877862595,1.63913064336,-1.51265362234,131,Portobello House,London,51.5199224,-0.2116636
228 Rue De Rivoli 1st arr 75001 Paris France,9.2075,1.25399617633,-2.29222526987,40,Le Meurice,Paris,48.8653685,2.328218
23 25 rue de Pont Neuf 1st arr 75001 Paris France,9.0064516129,1.26502393779,-1.30876154038,62,Maison Albar Hotel Paris C line,Paris,48.8606187,2.344401
23 Leinster Gardens Westminster Borough London W2 3AN United Kingdom,6.78444846293,2.02043239706,-0.213601218168,1106,Henry VIII,London,51.5124655,-0.182274
23 Mecklenburgh Square Camden London WC1N 2AD United Kingdom,8.63927038627,1.45166671131,-1.35726091918,466,Goodenough Club,London,51.525535,-0.1180354
23 Rue Damr mont 18th arr 75018 Paris France,8.43272727273,1.69137841501,-1.49256567527,55,Holiday Inn Paris Montmartre,Paris,,
23 Rue Vignon 8th arr 75008 Paris France,8.77394957983,1.27535054569,-1.44440626523,119,Hotel Vignon,Paris,48.8717146,2.3261812
23 rue du Faubourg Montmartre 9th arr 75009 Paris France,8.208,1.65945925684,-1.06651838256,200,Hotel Pulitzer Paris,Paris,48.8731996,2.3425446
230 A Mile End Road Tower Hamlets London E1 4LJ United Kingdom,7.32105263158,1.73753327767,-0.42815037122,114,London Suites,London,51.5215508,-0.0469238
232 Boulevard Raspail 14th arr 75014 Paris France,8.96089108911,1.37453934319,-2.19671987255,202,H tel Aiglon Esprit de France,Paris,48.8396623,2.3300582
234 Diputacio Eixample 08007 Barcelona Spain,7.86315789474,1.61771792294,-1.06403170638,57,Sansi Diputacio,Barcelona,41.3882234,2.1644551
239 Vauxhall Bridge Road Westminster Borough London SW1V 1EQ United Kingdom,8.5465003465,1.44698017041,-1.24377265126,1443,Park Plaza Victoria London,London,51.4942539,-0.1414756
24 27 Bedford Place Bloomsbury Camden London WC1B 5JH United Kingdom,8.58224299065,1.44370268867,-1.2878172895,321,Grange Beauchamp Hotel,London,51.5203266,-0.1245891
24 Egerton Gardens Kensington and Chelsea London SW3 2DB United Kingdom,8.90714285714,1.40684268815,-2.3790841695,28,The Franklin Hotel Starhotels Collezione,London,51.4960283,-0.1686355
24 Ludgate Hill City of London London EC4M 7DR United Kingdom,8.46824408468,1.41244147968,-1.06483432212,1606,Club Quarters Hotel St Paul s,London,51.5139298,-0.101126
24 Rue De Miromesnil 8th arr 75008 Paris France,7.71111111111,2.1172952246,-0.848018128257,63,Holiday Inn Paris Elys es,Paris,48.8730437,2.3161144
24 Rue d Amsterdam 9th arr 75009 Paris France,8.5609375,1.55640381449,-1.69695580974,192,Phileas Hotel,Amsterdam,48.8768854,2.3270623
24 rue Bassano 16th arr 75016 Paris France,7.85950413223,1.53783281018,-0.457616640216,121,Hotel Elys es Bassano,Paris,48.8689307,2.2974503
24 rue Cadet 9th arr 75009 Paris France,8.58923076923,1.35878197719,-1.04722211877,65,Hotel Opera Cadet,Paris,48.8754371,2.3434586
24 rue de Ponthieu 8th arr 75008 Paris France,7.98823529412,1.85680056369,-1.01151006293,289,H tel Beauchamps,Paris,48.87096,2.3091617
25 Avenue Montaigne 8th arr 75008 Paris France,9.56666666667,0.852894232264,-3.67766265999,36,Hotel Plaza Athenee Paris,Paris,48.8661932,2.3042141
25 Boulevard Auguste Blanqui 13th arr 75013 Paris France,7.84814814815,1.49212557998,-0.342467079789,27,Mercure Paris Place d Italie,Paris,48.830196,2.3529539
25 Courtfield Gardens Kensington and Chelsea London SW5 0PG United Kingdom,9.00977596741,1.22758521493,-1.98297385393,491,The Nadler Kensington,London,51.4931086,-0.190208
25 Rue Theodore de Banville 17th arr 75017 Paris France,8.82307692308,1.71811614186,-2.38254216802,13,XO Hotel,Paris,48.8827492,2.2982782
25 Rue Vernet 8th arr 75008 Paris France,8.56320754717,1.7051923769,-1.6140981045,106,H tel Vernet,Paris,48.871859,2.2978177
25 avenue du General Leclerc 14th arr 75014 Paris France,8.04597701149,1.60769857395,-0.902350740268,174,Best Western Nouvel Orl ans Montparnasse,Paris,48.8309896,2.3297301
25 rue des Saints P res 6th arr 75006 Paris France,9.21506849315,1.08649023454,-2.53511695545,146,H tel Da Vinci Spa,Paris,48.8565778,2.3319767
251 rue Saint Honor 1st arr 75001 Paris France,9.14285714286,0.900317404348,-1.32862257789,21,Mandarin Oriental Paris,Paris,48.8671889,2.326927
252 High Holborn Holborn Camden London WC1V 7EN United Kingdom,9.44897435897,0.856540824731,-2.49300806057,390,Rosewood London,London,51.5173303,-0.1180966
257 Rue De Vaugirard 15th arr 75015 Paris France,7.4837962963,1.82419563292,-0.516410890189,216,Novotel Paris Vaugirard Montparnasse,Paris,48.8399018,2.3031011
26 28 Trebovir Rd Kensington and Chelsea London SW5 9NJ United Kingdom,7.48801410106,1.80630195633,-0.545351543245,851,Mayflower Hotel Apartments,London,51.4916677,-0.1947475
26 33 Queens Gardens Westminster Borough London W2 3BE United Kingdom,8.26372239748,1.56198187113,-1.1245119467,317,Caesar Hotel,London,51.5134603,-0.1833081
26 42 Bond Street Ealing London W5 5AA United Kingdom,8.67578125,1.32924382587,-1.10799338742,128,Hotel Xanadu,London,51.5117907,-0.306071
26 Cadogan Gardens Kensington and Chelsea London SW3 2RP United Kingdom,9.07674418605,1.2067849609,-1.81751107544,129,Draycott Hotel,London,51.4930097,-0.159715
265 Rotherhithe Street Southwark London SE16 5HW United Kingdom,8.06248835042,1.79173319383,-0.895397527043,2146,DoubleTree by Hilton London Docklands Riverside,London,51.5043483,-0.0334436
27 33 Harrington Gardens Kensington and Chelsea London SW7 4JX United Kingdom,8.40151515152,1.85328566158,-1.27891674865,198,Bentley London,London,51.4928147,-0.1841753
27 Devonshire Terrace Westminster Borough London W2 3DP United Kingdom,8.18495188101,1.64183309316,-0.945992054072,2286,Park Grand Paddington Court,London,51.5135555,-0.180002
27 avenue des Ternes 17th arr 75017 Paris France,8.29047619048,1.09174390857,-0.175520388687,21,Mercure Paris Arc de Triomphe Etoile,Paris,48.8782679,2.294852
277 Carrer de Proven a Eixample 08037 Barcelona Spain,9.42235294118,0.926382682238,-2.52329007223,85,The One Barcelona GL,Barcelona,41.3961448,2.1631674
28 30 Seymour Street Westminster Borough London W1H 7JB United Kingdom,9.39146341463,0.748859415759,-1.7599196074,82,The Zetter Townhouse Marylebone,London,51.514839,-0.1586656
28 Basil Street Kensington and Chelsea London SW3 1AS United Kingdom,9.37301587302,0.861769812317,-2.01308785808,63,The Levin Hotel,London,51.4998574,-0.161717
28 Ebury Street Westminster Borough London SW1W 0LU United Kingdom,6.48,2.11185533617,0.0459586018053,180,The Tophams Hotel,London,51.4957436,-0.1477528
28 Rue de l Arc de Triomphe 17th arr 75017 Paris France,9.28,1.167752358,-3.33611264473,80,Hidden Hotel by Elegancia,Paris,48.8775326,2.293458
28 av Corentin Cariou 19th arr 75019 Paris France,7.39288702929,1.90891089098,-0.593187376508,239,Forest Hill Paris la Villette,Paris,48.8969854,2.3852745
28 place des Vosges 3rd arr 75003 Paris France,9.31932773109,0.851048935131,-1.89181795812,119,Le Pavillon de la Reine Spa,Paris,48.8562725,2.3660412
28 rue Saint Roch 1st arr 75001 Paris France,9.10434782609,1.18416762514,-1.63622543122,23,Le Roch Hotel Spa,Paris,48.8661991,2.3328826
284 To 302 Waterloo Road Southwark London SE1 8RQ United Kingdom,8.40330578512,1.56179457666,-1.2052110342,484,H10 London Waterloo,London,51.4988817,-0.1062888
29 31 Draycott Place Kensington and Chelsea London SW3 2SH United Kingdom,8.88360655738,1.22193185725,-1.47707628482,122,San Domenico House,London,51.4917798,-0.1616049
29 31 Gower Street Camden London WC1E 6HG United Kingdom,6.73668499607,1.83869929644,-0.243537894988,1273,Bloomsbury Palace Hotel,London,51.5207945,-0.1310845
29 31 rue de Poitou 3rd arr 75003 Paris France,9.31212121212,0.769318409926,-1.27066981827,66,Hotel du Petit Moulin,Paris,48.8615843,2.3620652
29 31 rue des Ecoles 5th arr 75005 Paris France,8.69419354839,1.40962547802,-1.51855185509,155,Hotel Atmospheres,Paris,48.8485387,2.3479852
29 Avenue De Tourville 7th arr 75007 Paris France,9.03818181818,1.26490974535,-1.92670455328,110,H tel La Comtesse by Elegancia,Paris,48.853865,2.3072019
29 Rue Jacob 6th arr 75006 Paris France,9.12549019608,1.14958133897,-1.53746090115,51,Hotel La Villa Saint Germain Des Pr s,Paris,48.8553486,2.3340736
29 rue Caumartin 9th arr 75009 Paris France,8.25294117647,1.33671585207,-0.502813417051,34,Hotel Astra Opera Astotel,Paris,48.8718321,2.3278866
29 rue Victor Mass 9th arr 75009 Paris France,9.19210526316,1.11879713669,-2.07926728031,114,Grand Pigalle Hotel,Paris,48.880856,2.3375085
291 Greenwich High Road Greenwich Greenwich London SE10 8NA United Kingdom,8.28509036145,1.43151471559,-0.807471399163,664,Innkeeper s Lodge London Greenwich,London,51.4801631,-0.0097201
2e Hugo de Grootstraat 2 6 Westerpark 1052 LC Amsterdam Netherlands,8.85906040268,1.1743320944,-1.35934022701,149,Morgan Mees,Amsterdam,52.3743712,4.8746196
3 5 rue du Mont Thabor 1st arr 75001 Paris France,8.29666666667,1.46568886462,-1.19320066035,150,Hotel Duminy Vendome,Paris,48.8654726,2.3292934
3 Berkeley Street Westminster Borough London W1J 8NE United Kingdom,8.05239567233,1.6092004181,-0.821861260429,647,Holiday Inn London Mayfair,London,51.507746,-0.1422993
3 Bis Place Saint Sulpice 6th arr 75006 Paris France,8.97954545455,1.17286759408,-1.56320476021,44,H tel Recamier,Paris,48.8503493,2.3344305
3 Boulevard Montmartre 2nd arr 75002 Paris France,7.96478873239,1.74160013383,-0.974682708012,71,TRYP Paris Op ra,Paris,48.8713619,2.3426375
3 Boulevard Saint Michel 5th arr 75005 Paris France,8.20070422535,1.59395928935,-1.17899175209,284,Royal Saint Michel,Paris,48.8528364,2.3440803
3 Devonshire Terrace Westminster Borough London W2 3DN United Kingdom,7.90215827338,1.6545296157,-0.687460845215,278,Paddington Court Executive Rooms,London,51.5138357,-0.1797976
3 Kingdom Street Sheldon Square Westminster Borough London W2 6BD United Kingdom,8.43810741688,1.57361432695,-1.13052973668,391,Novotel London Paddington,London,51.519032,-0.1825943
3 Place du G n ral Koenig 17th arr 75017 Paris France,6.82448512586,2.11268899147,-0.119849988222,874,Hyatt Regency Paris Etoile,Paris,48.8802782,2.2843852
3 Rue Abb De L Ep e 5th arr 75005 Paris France,8.77333333333,1.29470371247,-1.47734798275,120,Relais Saint Jacques,Paris,48.8430523,2.3422519
3 Rue Cambon 1st arr 75001 Paris France,8.31272727273,1.48599069653,-0.849732315696,55,Hotel Cambon,Paris,48.866435,2.3251076
3 Rue Caulaincourt 18th arr 75018 Paris France,8.28624535316,1.68688875918,-1.25689685565,269,Mercure Paris Montmartre Sacr Coeur,Paris,48.8852794,2.3301021
3 Rue Christine 6th arr 75006 Paris France,9.08369565217,1.34730314054,-2.31782186459,92,Relais Christine,Paris,48.8542454,2.339956
3 Rue De Boulainvilliers 16th arr 75016 Paris France,8.31071428571,1.55046929233,-1.57835167167,28,Hotel Square,Paris,48.851589,2.2777274
3 Rue Pergolese 16th arr 75116 Paris France,8.19128205128,1.54485374393,-1.09765729623,195,L Hotel Pergol se Paris,Paris,48.8756618,2.2863468
3 Rue Rouget De Lisle 1st arr 75001 Paris France,8.71176470588,1.35744569819,-1.70211584261,51,H tel Mayfair Paris,Paris,48.8661363,2.3260648
3 Rue Verniquet 17th arr 75017 Paris France,8.18591549296,1.72480191613,-1.27405073546,71,Best Western Plus de Neuville Arc de Triomphe,Paris,48.8869128,2.3004034
3 Rue de Montalembert 7th arr 75007 Paris France,8.50227272727,1.75955711081,-1.40459867797,44,Hotel Montalembert,Paris,48.8567042,2.3277805
3 South Place City of London London EC2M 2AF United Kingdom,9.26492307692,1.22025109119,-3.11068051852,325,South Place Hotel,London,51.5189182,-0.0866009
3 Westbourne Terrace Lancaster Gate Westminster Borough London W2 3UL United Kingdom,8.75068493151,1.436722639,-1.63010826214,146,The Royal Park Hotel,London,51.5142054,-0.1766098
3 avenue Mac Mahon 17th arr 75017 Paris France,8.12264150943,1.95697145663,-0.992641106694,159,Maison Albar H tel Paris Champs Elys es ex Mac Mahon ,Paris,48.8753837,2.2944651
3 rue Clauzel 9th arr 75009 Paris France,8.3,1.98136479519,-1.17823542475,63,Les Matins de Paris Spa,Paris,48.878932,2.3394182
3 rue Lepic 18th arr 75018 Paris France,8.20573770492,1.74783451286,-1.31070780925,122,Hotel Le Squara,Paris,48.884165,2.3328261
3 rue de Bourgogne 7th arr 75007 Paris France,9.0842519685,1.09221089283,-1.75531999239,127,H tel Bourgogne Montana by MH,Paris,48.8601927,2.318423
3 rue de Castiglione 1st arr 75001 Paris France,7.80363636364,1.78186209542,-0.493392252676,110,The Westin Paris Vend me,Paris,48.8657394,2.3274415
3 rue de Ponthieu 8th arr 75008 Paris France,8.71855670103,1.43785461204,-1.35167512208,194,H tel Mathis Elys es,Paris,48.8700325,2.3112736
3 rue du Pr aux Clercs 7th arr 75007 Paris France,8.82142857143,1.38097450821,-1.51143257439,42,Le Saint Hotel Paris,Paris,48.8565421,2.3303504
30 32 Boulevard Poissonni re 9th arr 75009 Paris France,7.99545454545,1.75333948019,-1.25112547554,110,Holiday Inn Paris Op ra Grands Boulevards,Paris,48.8715469,2.3439622
30 Barkston Gardens Kensington and Chelsea London SW5 0EN United Kingdom,8.60190930788,1.32818045892,-1.13726193371,419,Henley House Hotel,London,51.4922348,-0.1914229
30 Jamestown Road Camden London NW1 7BY United Kingdom,8.73324324324,1.30806916771,-1.22663367849,740,Holiday Inn London Camden Lock,London,51.5404555,-0.1460833
30 John Islip St Westminster Borough London SW1P 4DD United Kingdom,8.49074818986,1.48200793095,-1.12707172588,1243,DoubleTree by Hilton London Westminster,London,51.4932356,-0.1269082
30 Leinster Gardens Bayswater Westminster Borough London W2 3AN United Kingdom,8.52672176309,1.47211483641,-1.21380477278,2178,Blakemore Hyde Park,London,51.5129736,-0.1837431
30 Portman Square Westminster Borough London W1H 7BH United Kingdom,8.633984375,1.54951521317,-1.70712066997,256,Hyatt Regency London The Churchill,London,51.5156471,-0.1572443
30 Rathbone Street West End Westminster Borough London W1T 1LB United Kingdom,8.28728813559,1.50503667768,-0.950028982061,354,Rathbone,London,51.5186801,-0.1354055
30 Rue Duret 16th arr 75016 Paris France,8.58684210526,1.65107189632,-1.7624212643,38,Duret,Paris,48.8752553,2.286653
30 Rue Jean Mermoz 8th arr 75008 Paris France,8.76728971963,1.53418749321,-1.62180093322,107,H tel Elysees Mermoz,Paris,48.8715079,2.3122259
30 Rue La P rouse 16th arr 75016 Paris France,8.48421052632,2.04272291989,-1.58682426614,38,Majestic Hotel Spa,Paris,48.8703672,2.2938868
30 Rue de Bassano 16th arr 75016 Paris France,8.22168674699,1.73282852042,-0.835534608379,83,Le Belmont Champs Elys es,Paris,48.8691984,2.2979052
30 rue Pernety 14th arr 75014 Paris France,8.9387755102,1.33476220206,-1.41133161274,49,BoB Hotel by Elegancia,Paris,48.8335233,2.3191194
31 33 Argyle Street Camden London WC1H 8EP United Kingdom,8.12239819005,1.70516639117,-0.917197005413,442,Comfort Inn Suites Kings Cross St Pancras,London,51.5289499,-0.1232979
31 34 Queen s Gate Kensington and Chelsea London SW7 5JA United Kingdom,8.18893925657,1.51336006098,-0.879233867655,1103,The Queens Gate Hotel,London,51.4981225,-0.1799693
31 35 Langham Street Westminster Borough London W1W 6BU United Kingdom,7.97364864865,1.61565902958,-0.699682230695,296,Grange Langham Court Hotel,London,51.5189077,-0.1421957
31 36 Leicester Square Westminster Borough London WC2H 7LH United Kingdom,8.69770444763,1.43681896767,-1.34628769877,697,Radisson Blu Edwardian Hampshire,London,51.509963,-0.129797
31 Avenue George V 8th arr 75008 Paris France,9.48181818182,1.10920391873,-3.80499963234,121,Four Seasons Hotel George V Paris,Paris,48.8687512,2.3001692
31 Great Cumberland Place Westminster Borough London W1H 7TA United Kingdom,8.07201426025,1.82593939809,-0.893616460238,561,The Marble Arch London,London,51.5151247,-0.1600656
31 Rue de Surene 8th arr 75008 Paris France,8.78689320388,1.3691275692,-1.80420588215,206,H tel du Minist re,Paris,48.8712877,2.3191903
31 St Thomas Street Southwark London SE1 9QU United Kingdom,9.36855345912,0.967994743221,-2.86373146978,1113,Shangri La Hotel at The Shard London,London,51.5044972,-0.0855562
31 rue de la Folie M ricourt 11th arr 75011 Paris France,9.55922330097,0.701460226704,-2.86142129516,103,H tel Fabric,Paris,48.8629329,2.3723823
32 Rue Greuze 16th arr 75016 Paris France,8.44328358209,1.65311678817,-1.26519021084,67,Plaza Tour Eiffel,Paris,48.8645647,2.2821827
32 rue des Ecoles 5th arr 75005 Paris France,8.20503144654,1.68623611806,-1.30588181781,159,Hotel Les Bulles De Paris,Paris,48.849147,2.3471935
32 rue des Saints P res 7th arr 75007 Paris France,9.06470588235,1.15629457214,-1.93176566922,255,Acad mie H tel Saint Germain,Paris,48.855263,2.3305901
33 37 Hogarth Road Kensington and Chelsea London SW5 0QQ United Kingdom,8.47808551992,1.61441333361,-1.30548280748,2058,Park Grand London Kensington,London,51.4938468,-0.1917582
33 Albemarle Street Mayfair Westminster Borough London W1S 4BP United Kingdom,9.10408163265,1.08627022108,-1.96053685783,49,Rocco Forte Brown s Hotel,London,51.5090558,-0.1421661
33 Avenue Du Docteur Arnold Netter 12th arr 75012 Paris France,7.06486486486,1.91052875407,-0.21304689242,37,Best Western Allegro Nation,Paris,48.8430891,2.4049867
33 Beaufort Gardens Kensington and Chelsea London SW3 1PP United Kingdom,8.83476190476,1.42075564182,-1.86664785705,210,The Beaufort,London,51.4978466,-0.164156
33 Boulevard du Montparnasse 6th arr 75006 Paris France,8.7,1.24971541476,-1.15596124953,124,H tel La Parizienne by Elegancia,Paris,48.8450894,2.3209503
33 Roland Gardens Kensington and Chelsea London SW7 3PF United Kingdom,7.97105263158,1.75543466902,-0.771174837936,76,Blakes Hotel,London,51.4892447,-0.1803196
33 Rue Cambon 1st arr 75001 Paris France,8.63067484663,1.60371217856,-1.49572766342,163,Castille Paris Starhotels Collezione,Paris,48.8682978,2.3268027
33 Rue Dauphine 6th arr 75006 Paris France,9.55204081633,0.622210568459,-2.0832369713,294,H tel D Aubusson,Paris,48.8547329,2.3395277
33 avenue George V 8th arr 75008 Paris France,8.7525,1.31363412539,-1.16390193299,40,Prince de Galles a Luxury Collection hotel Paris,Paris,48.869143,2.3006526
33 avenue de Friedland 8th arr 75008 Paris France,7.73904761905,1.90672419997,-0.758096965788,210,Royal Hotel Champs Elys es,Paris,48.8740463,2.300196
33 place de la Madeleine 8th arr 75008 Paris France,8.63405797101,1.42851545507,-1.59165616892,138,Madeleine Plaza,Paris,48.8710402,2.3248014
33 rue Marbeuf 8th arr 75008 Paris France,8.79404761905,1.48635165782,-1.6988682019,84,Hotel Oscar,Paris,48.8694755,2.3046954
33 rue Raymond Losserand 14th arr 75014 Paris France,7.67446808511,1.72269755945,-0.889367756391,188,Best Western Bretagne Montparnasse,Paris,48.8354314,2.321142
335 337 High Street Stratford Newham London E15 2TF United Kingdom,8.98722316865,1.22931636553,-1.79654576754,587,The Westbridge Hotel,London,51.5373904,-0.0023367
335 337 Old Street Hackney London EC1V 9LL United Kingdom,8.82972972973,1.41262453122,-1.55420052784,259,Courthouse Hotel Shoreditch,London,51.5273442,-0.0796152
336 337 Strand London Westminster Borough London WC2R 1HA United Kingdom,9.16978723404,1.20842015555,-2.17470080905,470,ME London by Melia,London,51.511879,-0.118552
34 37 Bedford Place Bloomsbury Camden London WC1B 5JR United Kingdom,8.05311653117,1.53900281449,-0.837237637182,369,Grange Clarendon Hotel,London,51.5197933,-0.1241844
34 44 Barkston Gardens Kensington and Chelsea London SW5 0EW United Kingdom,9.22974504249,0.99743659666,-2.51781599533,353,Hotel Indigo London Kensington,London,51.4920287,-0.1917801
34 Avenue Porte d Asni res 17th arr 75017 Paris France,7.70099009901,1.75251219964,-0.831950657802,101,Novotel Paris 17,Paris,48.8920485,2.3023791
34 Lombard Road Battersea London SW11 3RF United Kingdom,7.84534883721,1.93644766717,-0.798041836615,774,Rafayel Hotel Spa,London,51.4703604,-0.1779869
34 Norfolk Place Paddington Westminster Borough London W2 1QW United Kingdom,7.88465055519,1.75203509829,-0.819908906798,1531,Norfolk Towers Paddington,London,51.5162883,-0.1721078
34 Rue Fontaine 9th arr 75009 Paris France,8.62580645161,1.39524839816,-1.4143138366,93,Timhotel Op ra Blanche Fontaine,Paris,48.8825781,2.3334805
34 Rue Viala 15th arr 75015 Paris France,8.71393939394,1.31857725292,-1.22424340451,165,H tel Gustave,Paris,48.8502052,2.289043
34 Rue de Buci 6th arr 75006 Paris France,9.13793103448,1.19924356074,-1.59732153488,58,Artus Hotel by MH,Paris,48.8535639,2.3360169
34 rue Jean Mermoz 8th arr 75008 Paris France,9.20294117647,1.05471101718,-1.44593992868,34,H tel Amastan Paris,Paris,48.8716831,2.3123759
34 rue de Moscou 8th arr 75008 Paris France,8.86606498195,1.3888283703,-1.99194658495,277,Best Western Premier Kapital Op ra,Paris,48.8814425,2.3235592
346 348 Edgware Road Westminster Borough London W2 1EA United Kingdom,6.375,2.01502631502,0.00140432460989,220,Best Western Maitrise Hotel Edgware Road,London,51.521148,-0.171346
35 39 St Georges Drive Westminster Borough London SW1V 4DG United Kingdom,8.35945121951,1.52089493735,-1.25732979031,328,Georgian House Hotel,London,51.490724,-0.143868
35 Boulevard de la tour Maubourg 7th arr 75007 Paris France,7.85135135135,1.50052440543,-0.699757006747,74,Best Western Tour Eiffel Invalides,Paris,48.8593152,2.3104179
35 Charles Street Mayfair Westminster Borough London W1J 5EB United Kingdom,9.23713692946,1.00841083368,-1.91732445619,482,The Chesterfield Mayfair,London,51.5076899,-0.1471358
35 Ixworth Place Kensington and Chelsea London SW3 3QX United Kingdom,8.18062200957,1.52327508949,-0.786939021574,418,My Chelsea,London,51.4919083,-0.1684398
35 Rue Benjamin Franklin 16th arr 75016 Paris France,7.99921875,1.79520341197,-1.02053106184,128,Eiffel Trocad ro,Paris,48.8613055,2.2862823
35 Rue Caumartin 9th arr 75009 Paris France,8.92140992167,1.23693638457,-1.95625994244,383,Hotel Saint Petersbourg Opera,Paris,48.872174,2.328075
35 Rue De Berri 8th arr 75008 Paris France,9.02615384615,1.32231767683,-2.27751212206,65,H tel Champs lys es Plaza,Paris,48.8737043,2.3061477
